video_id,title,length,publish_date,views,url,text,start,duration
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,Miriam asks hello Lex in your interview,0.03,6.599
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,with Arianna you have mentioned that,4.14,5.16
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,suffering is good for the soul where did,6.629,5.821
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,that come from what is your belief,9.3,5.04
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,system for maintaining self-discipline,12.45,4.97
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,and strong character no matter what I,14.34,5.82
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,think a lot of that is quite personal in,17.42,5.4
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,the sense that you have to know yourself,20.16,5.07
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,what's the distribution of energy levels,22.82,4.539
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,that you have like how what makes you,25.23,3.809
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,lazy what makes you excited what makes,27.359,3.09
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,you motivate it I think that's different,29.039,4.95
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,from person person but there are several,30.449,8.54
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,things I could say I think for me,33.989,5.0
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,right to do something difficult everyday,39.2,7.62
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,something I don't want to do I really,42.61,6.63
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,if you,46.82,7.61
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,when your mind your ear to the moments,49.24,8.58
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,where you don't really feel like doing,54.43,9.27
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,it do it those those kinds of things I,57.82,9.36
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,think train your mind in the right kind,63.7,6.66
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,of way to take on the things in your,67.18,5.55
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,life that you know you should be doing,70.36,5.01
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,but are hard and so you try to avoid,72.73,6.03
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,them I mean just training that muscle,75.37,7.16
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,not on real things but everyday on,78.76,8.37
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,things as silly as a for example,82.53,7.6
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,sometimes I'll take a freezing cold,87.13,6.9
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,shower I usually kind of ask myself is,90.13,5.34
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,this something I really don't feel like,94.03,5.22
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,doing right now and I never really feel,95.47,5.399
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,like doing a cold shower but there's,99.25,3.45
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,some days where I really don't want to,100.869,3.991
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,and that's what I'll do it and I'll,102.7,5.49
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,stand under the water for at least one,104.86,8.52
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,minute just freezing cold sometimes it,108.19,9.62
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,could be as silly as you're feeling down,113.38,4.43
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,but and you go to like a sigh I go to a,118.0,5.04
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,Starbucks and then you don't feel like,120.19,5.04
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,smiling or being friendly but you do it,123.04,4.92
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,that that I I don't feel like doing it,125.23,4.41
wKw1tpN7NVE,Do Something Difficult Every Day | AMA #1 - Ask Me Anything with Lex Fridman,293.0,20200219.0,147230.0,https://www.youtube.com/watch?v=wKw1tpN7NVE,and I do it so this is practicing that,127.96,6.0
